"#","g#","Cover","Album","Streams","Daily"
"","3,086","","The Ride Catfish and the Bottlemen","537,359,708","236,016"
"","3,087","","No Label II Migos","537,288,658","116,406"
"","3,088","","Like A Prayer Madonna","537,275,155","861,110"
"","3,089","","The Carnival King","537,269,115","310,340"
"","3,090","","Axis: Bold As Love Jimi Hendrix","537,210,546","202,631"
"","3,091","","El Último Baile Trueno","537,157,853","2,870,394"
"","3,092","","Seventeen Going Under Sam Fender","537,157,015","328,804"
"","3,093","","Jibrail & Iblis Samra","537,041,321","84,419"
"","3,094","","Here I Stand Usher","537,009,523","276,520"
"","3,095","","Acústico MTV Cássia Eller","536,910,607","289,096"
"","3,096","","Angles The Strokes","536,852,575","166,307"
"","3,097","","Milano Demons Shiva","536,698,550","282,079"
"","3,098","","Broke With Expensive Taste Azealia Banks","536,592,424","274,168"
"","3,099","","Diana Diana Ross","536,437,302","234,510"
"","3,100","","Fleet Foxes Fleet Foxes","536,270,214","214,069"
"","3,101","","Calle 13 Calle 13","536,149,484","238,573"
"","3,102","","The World Is Yours 2 Rich The Kid","535,873,729","42,396"
"","3,103","","Nimmerland RIN","535,525,186","92,364"
"","3,104","","I Hear You Peggy Gou","535,138,409","701,380"
"","3,105","","My Way Frank Sinatra","535,078,177","350,193"
"","3,106","","Jerusalema Master KG","534,934,021","170,016"
"","3,107","","The Captain And Me The Doobie Brothers","534,812,762","199,620"
"","3,108","","Word Of Mouth The Wanted","534,800,669","131,657"
"","3,109","","Little Hair MC Cabelinho","533,864,188","289,584"
"","3,110","","With The Beatles The Beatles","533,760,611","268,039"
"","3,111","","...Nothing Like The Sun Sting","533,706,252","284,906"
"","3,112","","Life Starts Now Three Days Grace","533,584,909","236,578"
"","3,113","","Rockstar A.R. Rahman","533,575,827","832,658"
"","3,114","","Sfera Ebbasta Sfera Ebbasta","533,254,705","356,582"
"","3,115","","Ghost In The Machine The Police","533,108,237","375,669"
"","3,116","","En Todo Estaré Chayanne","533,069,319","216,153"
"","3,117","","Time Served Moneybagg Yo","532,749,891","210,508"
"","3,118","","Solta Giulia Be","532,632,510","314,404"
"","3,119","","Piece By Piece Kelly Clarkson","532,482,798","76,741"
"","3,120","","Intimamente Emmanuel","532,470,574","403,274"
"","3,121","","I Told Them... Burna Boy","532,244,469","705,227"
"","3,122","","Ao Vivo Em Fortaleza Mari Fernandez","532,173,643","163,301"
"","3,123","","Dark Before Dawn Breaking Benjamin","531,944,156","171,637"
"","3,124","","More Of The Monkees The Monkees","531,733,356","488,060"
"","3,125","","Est. In 1989, Pt. 2.5 Mike Will Made-It","531,229,501","228,723"
"","3,126","","Atlas: II Sleeping At Last","531,054,730","157,694"
"","3,127","","Triebwerke Alligatoah","530,991,492","211,871"
"","3,128","","Sagitario El Alfa","530,833,887","538,801"
"","3,129","","Uebe Fred De Palma","530,780,940","109,706"
"","3,130","","Ego Death The Internet","530,680,310","150,759"
"","3,131","","Acústico Ao Vivo Bruno & Marrone","530,633,410","309,875"
"","3,132","","Ich & Keine Maske Sido","530,561,893","133,302"
"","3,133","","City To City Gerry Rafferty","530,393,009","338,565"
"","3,134","","Acústico MTV Engenheiros Do Hawaii","530,329,076","369,154"
"","3,135","","Escapology Robbie Williams","530,294,787","253,356"
"","3,136","","Bellodrama Ana Mena","530,246,177","227,162"
"","3,137","","Politics Of Living Kodaline","530,199,213","173,625"
"","3,138","","Comme Prévu Ninho","530,185,443","162,024"
"","3,139","","Operation Stackola Luniz","530,172,778","285,617"
"","3,140","","You Should Be Here Cole Swindell","530,145,581","108,748"
"","3,141","","The Love & Sex Tape Maluma","529,745,504","223,244"
"","3,142","","Inception Hans Zimmer","529,597,397","206,376"
"","3,143","","Generationwhy Zhu","529,536,666","108,816"
"","3,144","","Night Train Jason Aldean","529,511,622","154,151"
"","3,145","","L.O.C.O. Luciano","529,221,711","104,099"
"","3,146","","Charli Charli XCX","528,629,021","144,520"
"","3,147","","Antichrist Superstar Marilyn Manson","528,308,169","337,865"
"","3,148","","AJ Tracey AJ Tracey","528,251,999","114,488"
"","3,149","","Home Alone John Williams","528,198,525","56,936"
"","3,150","","Passive Me, Aggressive You The Naked And Famous","527,967,150","138,922"
"","3,151","","Coi Coi Leray","527,746,021","231,591"
"","3,152","","Masterpiece: Nuestra Obra Maestra R.K.M & Ken-Y","527,585,131","628,689"
"","3,153","","Punk Young Thug","527,566,723","210,241"
"","3,154","","El Fenomeno Arcángel","527,279,635","545,327"
"","3,155","","Ojos En Blanco La Arrolladora Banda El Limón De Rene Camacho","527,241,904","393,196"
"","3,156","","Wannabewithu Cuco","527,154,493","257,336"
"","3,157","","Beatopia Beabadoobee","527,017,997","888,084"
"","3,158","","The Strange Case Of... Halestorm","526,742,245","240,936"
"","3,159","","Throwing Copper Live","526,722,344","318,010"
"","3,160","","L'Amour Toujours Gigi D'Agostino","526,638,671","382,728"
"","3,161","","Fever Megan Thee Stallion","526,440,551","113,846"
"","3,162","","Blue Slide Park Mac Miller","526,153,290","143,046"
"","3,163","","Edna Headie One","526,145,593","113,586"
"","3,164","","Tell Me About Tomorrow Jxdn","526,111,901","100,236"
"","3,165","","Lil Big Pac Kodak Black","526,070,964","115,957"
"","3,166","","Troubadour K'naan","526,016,578","379,371"
"","3,167","","Lemon Boy Cavetown","525,772,170","124,162"
"","3,168","","II Boyz II Men","525,754,982","374,861"
"","3,169","","Solace Rüfüs Du Sol","525,739,171","223,598"
"","3,170","","Waterloo ABBA","525,730,413","371,938"
"","3,171","","Contra Reloj Los Enanitos Verdes","525,643,153","681,133"
"","3,172","","Two Hearts Never Break The Same AP Dhillon","525,639,595","428,983"
"","3,173","","Da Roça Pra Cidade (Ao Vivo) Os Barões Da Pisadinha","525,400,698","67,925"
"","3,174","","Get Your Heart On! Simple Plan","525,380,007","197,730"
"","3,175","","Ya Hero Ya Mero Mero","525,293,431","109,705"
"","3,176","","Di Letra Jerry Di","525,205,122","110,674"
"","3,177","","Tasty Kelis","525,043,455","234,267"
"","3,178","","Leo-Nine Lisa","525,023,654","241,350"
"","3,179","","Spirit In The Sky Norman Greenbaum","524,971,146","219,777"
"","3,180","","Backstreet Boys Backstreet Boys","524,768,776","289,271"
"","3,181","","Erys Jaden","524,598,182","89,986"
"","3,182","","Melodie Cro","524,406,968","215,617"
"","3,183","","Minecraft - Volume Beta C418","524,402,625","508,704"
"","3,184","","We Are Family Sister Sledge","524,364,158","240,211"
"","3,185","","Eternal Grey Suicideboys","524,343,246","242,118"
"","3,186","","Bofff Kevin Roldán","524,077,486","157,976"
"","3,187","","Noi, Loro, Gli Altri Marracash","523,622,666","491,206"
"","3,188","","Britney Britney Spears","523,593,277","237,639"
"","3,189","","Slime Season 3 Young Thug","523,571,491","225,569"
"","3,190","","The Outsiders Eric Church","523,497,177","122,491"
"","3,191","","Heartache Medication Jon Pardi","523,463,074","309,201"
"","3,192","","Dancing On The Ceiling Lionel Richie","523,410,824","273,608"
"","3,193","","Testimony August Alsina","523,222,659","122,048"
"","3,194","","Hale Hale","522,745,727","653,258"
"","3,195","","Ceremony King Gnu","522,738,693","191,330"
"","3,196","","Operation: Doomsday MF Doom","522,333,756","468,156"
"","3,197","","The Return Of East Atlanta Santa Gucci Mane","522,322,593","75,241"
"","3,198","","Bubba Kaytranada","521,886,096","293,238"
"","3,199","","9 Cashmere Cat","521,866,852","59,488"
"","3,200","","Perdóname Eddy Lover","521,845,107","361,345"
"","3,201","","Bcos U Will Never B Free Rex Orange County","521,813,538","90,100"
"","3,202","","Canta A Juan Gabriel Volumen 6 Rocío Dúrcal","521,790,379","356,277"
"","3,203","","Error 93 Cazzu","521,788,917","377,222"
"","3,204","","Underground Luxury B.o.B","521,687,338","93,087"
"","3,205","","Macadelic Mac Miller","521,662,534","230,142"
"","3,206","","Duets: The Final Chapter The Notorious B.I.G.","521,598,396","200,401"
"","3,207","","Feeling Strangely Fine Semisonic","521,485,328","202,648"
"","3,208","","Happy Together The Turtles","521,071,756","334,266"
"","3,209","","People (Live) Hillsong United","520,983,529","177,078"
"","3,210","","Folie À Deux Fall Out Boy","520,853,282","190,605"
"","3,211","","No Secrets Carly Simon","520,726,266","265,092"
"","3,212","","Born And Raised John Mayer","520,601,688","171,130"
"","3,213","","Dressed To Kill Kiss","520,492,698","220,742"
"","3,214","","Mr. Money With The Vibe Asake","520,414,215","622,670"
"","3,215","","Crooked Teeth Papa Roach","519,894,531","217,416"
"","3,216","","Jar Of Flies Alice In Chains","519,853,907","401,097"
"","3,217","","Inédito Carín León","519,295,712","386,431"
"","3,218","","Ghetto Lenny's Love Songs Saint JHN","519,293,509","155,897"
"","3,219","","I Never Die (G)I-dle","518,957,045","320,043"
"","3,220","","For Ever Jungle","518,850,167","288,939"
"","3,221","","Different Man Kane Brown","518,614,367","342,799"
"","3,222","","G N' R Lies Guns N' Roses","518,585,963","230,982"
"","3,223","","Lilac IU","518,543,222","211,911"
"","3,224","","Dois Legião Urbana","518,417,597","348,224"
"","3,225","","Drama Shindy","518,043,538","82,582"
"","3,226","","Rejoice Official Hige Dandism","518,007,714","510,734"
"","3,227","","Más Futuro Que Pasado Juanes","517,917,986","102,786"
"","3,228","","Cowboy Like Me Cody Johnson","517,906,220","501,204"
"","3,229","","Los Niños Grandes No Juegan Gera MX","517,708,599","386,423"
"","3,230","","Coke Studio (Season 14) Various Artists","517,569,173","249,868"
"","3,231","","Cyborg Nekfeu","517,275,424","146,785"
"","3,232","","Rastaman Vibration Bob Marley & The Wailers","516,985,148","341,279"
"","3,233","","Joytime Marshmello","516,922,989","56,526"
"","3,234","","Riser Dierks Bentley","516,651,477","132,269"
"","3,235","","Broken Machine Nothing But Thieves","516,442,963","172,394"
"","3,236","","Funk Wav Bounces Vol. 2 Calvin Harris","516,397,388","151,930"
"","3,237","","Feel Special Twice","516,375,436","156,381"
"","3,238","","Memories Don't Die Tory Lanez","516,375,178","42,125"
"","3,239","","Urban Flora Alina Baraz","516,175,331","71,587"
"","3,240","","Compraron Una Cantina Cardenales De Nuevo León","516,032,121","637,505"
"","3,241","","Dish Of The Day Fools Garden","515,630,123","330,098"
"","3,242","","Untitled Unmastered. Kendrick Lamar","515,401,373","199,143"
"","3,243","","Passion, Pain & Pleasure Trey Songz","515,348,856","175,114"
"","3,244","","I Don't Dance Lee Brice","515,282,213","91,288"
"","3,245","","Zenit RAF Camora","515,260,048","109,618"
"","3,246","","The Record Boygenius","515,160,995","0"
"","3,247","","No Jacket Required Phil Collins","515,150,048","334,871"
"","3,248","","Limasawa Street Ben&Ben","514,939,722","259,879"
"","3,249","","Doris Earl Sweatshirt","514,862,573","144,769"
"","3,250","","Camp Rock 2: The Final Jam Various Artists","514,859,400","178,768"
"","3,251","","Ex'Act / Lotto Exo","514,755,447","119,541"
"","3,252","","Prequelle Ghost","514,746,894","248,261"
"","3,253","","Father Of The Bride Vampire Weekend","514,335,353","111,529"
"","3,254","","E. 1999 Eternal Bone Thugs-N-Harmony","514,019,396","229,805"
"","3,255","","4Respect 4Freedom 4Loyalty 4WhatImportant YoungBoy Never Broke Again","513,912,990","121,121"
"","3,256","","Burlesque Christina Aguilera & Cher","513,820,708","146,004"
"","3,257","","Viva (Ao Vivo) Luan Santana","513,644,206","148,036"
"","3,258","","War U2","513,510,662","187,923"
"","3,259","","Pentatonix Pentatonix","513,392,223","51,477"
"","3,260","","Trône Booba","513,119,131","133,197"
"","3,261","","Sans Visa Soolking","513,031,400","336,837"
"","3,262","","Tom Petty And The Heatbreakers Tom Petty And The Heartbreakers","512,844,302","223,139"
"","3,263","","Marjaavaan (मरजावां) Various Artists","512,615,981","424,677"
"","3,264","","Saturday Night Wrist Deftones","512,530,600","637,005"
"","3,265","","Valiente Thalia","512,466,325","79,205"
"","3,266","","3 A.M. Cali Y El Dandee","512,306,734","232,885"
"","3,267","","Indicud Kid Cudi","512,290,419","101,034"
"","3,268","","Atitude 67 (Ao Vivo) Atitude 67","512,169,437","126,725"
"","3,269","","Gipsy Kings Gipsy Kings","511,988,587","281,753"
"","3,270","","El Cartel: The Big Boss Daddy Yankee","511,957,763","515,996"
"","3,271","","Cocomelon Kids Hits, Vol. 1 Cocomelon","511,653,436","546,761"
"","3,272","","Pearl Janis Joplin","511,571,796","167,613"
"","3,273","","Antes De Ameri Duki","511,569,328","533,838"
"","3,274","","Yellow Tape Key Glock","511,238,885","445,409"
"","3,275","","Country Stuff The Album Walker Hayes","511,184,445","211,652"
"","3,276","","Tha Smokin' Nephew Baby Bash","510,925,244","224,225"
"","3,277","","From The Foundations The Foundations","510,885,237","594,286"
"","3,278","","Gashi Gashi","510,560,562","53,299"
"","3,279","","The Raw & The Cooked Fine Young Cannibals","510,441,722","306,150"
"","3,280","","Nothing Lasts Forever (And It's Fine) Flora Cash","510,407,345","223,801"
"","3,281","","Return iKon","510,381,375","125,425"
"","3,282","","I Love Rock 'N' Roll Joan Jett & The Blackhearts","510,347,347","445,161"
"","3,283","","One Of Wun Gunna","510,157,427","3,154,210"
"","3,284","","Lush Mitski","510,088,853","614,506"
"","3,285","","Oh, Inverted World The Shins","509,724,533","268,201"
"","3,286","","Kittyponeo Bellakath","509,088,298","532,881"
"","3,287","","Cama Incendiada Maná","509,033,525","150,290"
"","3,288","","I Forget Where We Were Ben Howard","508,642,380","102,901"
"","3,289","","Frank Amy Winehouse","508,631,159","248,443"
"","3,290","","Blanco Perla Cosculluela","508,620,208","256,433"
"","3,291","","Faccio Un Casino Coez","508,530,521","329,170"
"","3,292","","Free Dem Boyz 42 Dugg","508,473,405","263,294"
"","3,293","","CB7 Capital Bra","508,404,092","60,495"
"","3,294","","Green With Envy Tion Wayne","508,364,833","140,680"
"","3,295","","Alma Vacía Ivan Cornejo","508,335,079","339,395"
"","3,296","","Dirty Deeds Done Dirt Cheap AC/DC","508,081,193","274,447"
"","3,297","","Kind Of Blue Miles Davis","507,758,967","168,291"
"","3,298","","Baduizm Erykah Badu","507,727,946","240,622"
"","3,299","","! Trippie Redd","507,719,401","92,347"
"","3,300","","Different Light The Bangles","507,700,582","246,195"
"","3,301","","Herzeleid Rammstein","507,687,082","304,283"
"","3,302","","The Golden Age Woodkid","507,642,988","271,871"
"","3,303","","Boy Meets World Sleepy Hallow","507,409,307","487,796"
"","3,304","","Pocahontas Alan Menken","507,357,062","174,553"
"","3,305","","Back To Rockport Kidd Keo","507,356,027","271,944"
"","3,306","","Sweet Baby James James Taylor","507,195,363","341,900"
"","3,307","","Milk Teeth Suki Waterhouse","506,998,798","902,914"
"","3,308","","Nightday Zhu","506,970,975","133,943"
"","3,309","","Love Me / Love Me Not Honne","506,876,106","112,127"
"","3,310","","Presenting The Fabulous Ronettes The Ronettes","506,683,049","433,504"
"","3,311","","Resiliencia Beret","506,444,864","358,790"
"","3,312","","Changa Pnau","506,414,320","58,983"
"","3,313","","Street Songs Rick James","506,303,039","225,524"
"","3,314","","No Name Sidhu Moose Wala","506,139,258","335,179"
"","3,315","","Soy Yo Kany García","506,116,615","420,073"
"","3,316","","Saturation Brockhampton","505,847,024","66,090"
"","3,317","","3 Anirudh Ravichander","505,597,497","435,303"
"","3,318","","Endgame Rise Against","505,487,360","164,546"
"","3,319","","A Seat At The Table Solange","505,443,947","100,682"
"","3,320","","Carré Werenoi","505,229,515","570,850"
"","3,321","","C@ra++ere S?ec!@le Thasup","505,088,841","0"
"","3,322","","Crash Charli XCX","504,876,668","297,268"
"","3,323","","Ley De Gravedad Luis Fonsi","504,766,430","93,554"
"","3,324","","Spiceworld Spice Girls","504,747,023","220,996"
"","3,325","","Lee Brice Lee Brice","504,704,741","360,930"
"","3,326","","Divenire Ludovico Einaudi","504,325,854","193,629"
"","3,327","","Tu Veneno Mortal, Vol. 2 Eslabon Armado","504,079,991","252,643"
"","3,328","","Fuori Dall'Hype Pinguini Tattici Nucleari","503,882,019","194,568"
"","3,329","","Emanuele Geolier","503,808,827","463,491"
"","3,330","","Contingente Junior H","503,735,271","654,657"
"","3,331","","Hoy Más Fuerte Gerardo Ortiz","503,697,441","159,652"
"","3,332","","Re Café Tacvba","502,925,052","218,989"
"","3,333","","Tullahoma Dustin Lynch","502,434,182","108,576"
"","3,334","","Reinsertado Morad","502,168,626","566,160"
"","3,335","","Bach: Unaccompanied Cello Suites Yo-Yo Ma","502,140,021","201,942"
"","3,336","","Colpa Delle Favole Ultimo","501,800,156","214,835"
